timestamp,joint0_pos,joint1_pos,joint2_pos,joint3_pos,joint4_pos,joint5_pos,joint6_pos,joint0_vel,joint1_vel,joint2_vel,joint3_vel,joint4_vel,joint5_vel,joint6_vel,joint0_cmd,joint1_cmd,joint2_cmd,joint3_cmd,joint4_cmd,joint5_cmd,joint6_cmd,ee_00,ee_01,ee_02,ee_03,ee_10,ee_11,ee_12,ee_13,ee_20,ee_21,ee_22,ee_23,ee_30,ee_31,ee_32,ee_33
0.408240,-0.006020,-0.611426,0.034961,-2.199020,-0.025534,1.836672,-0.716823,0.040110,-0.378224,-0.029143,-0.592576,0.003772,0.890871,-0.085649,0.029046,-0.820400,-0.006132,-2.557458,0.098246,2.416242,-0.901771,0.043409,0.998638,-0.028619,0.000000,0.967990,-0.034955,0.248505,0.000000,0.247171,-0.038491,-0.968207,0.000000,0.408607,0.008659,0.532926,1.000000
0.449063,-0.004084,-0.627673,0.033185,-2.225259,-0.023620,1.877105,-0.721690,0.048909,-0.393278,-0.053602,-0.634145,0.087725,0.986613,-0.144699,0.031881,-0.820596,-0.008510,-2.558867,0.097887,2.419245,-0.902454,0.037817,0.998951,-0.025465,0.000000,0.960256,-0.029277,0.277548,0.000000,0.276516,-0.034950,-0.960374,0.000000,0.409857,0.009093,0.531431,1.000000
0.489092,-0.002086,-0.642740,0.030891,-2.251504,-0.019112,1.918902,-0.729108,0.046830,-0.362909,-0.059550,-0.662709,0.144673,1.042874,-0.209656,0.033604,-0.820623,-0.009890,-2.558970,0.096103,2.419504,-0.901188,0.030232,0.999325,-0.020399,0.000000,0.951637,-0.022536,0.306367,0.000000,0.305706,-0.028675,-0.951694,0.000000,0.411430,0.009754,0.529715,1.000000
0.529124,0.000035,-0.656839,0.028364,-2.278483,-0.012757,1.963026,-0.738824,0.050514,-0.338350,-0.057603,-0.673349,0.174325,1.107943,-0.265637,0.034726,-0.820639,-0.010786,-2.558996,0.094857,2.419585,-0.900273,0.020738,0.999671,-0.014451,0.000000,0.941925,-0.014691,0.335474,0.000000,0.335158,-0.020569,-0.941937,0.000000,0.413342,0.010622,0.527643,1.000000
0.570094,0.002276,-0.670256,0.025800,-2.306397,-0.005105,2.009938,-0.750323,0.056232,-0.318378,-0.065174,-0.674236,0.203218,1.141283,-0.289669,0.035456,-0.820649,-0.011369,-2.559010,0.094042,2.419634,-0.899673,0.009824,0.999908,-0.008309,0.000000,0.930809,-0.006108,0.365428,0.000000,0.365350,-0.011324,-0.930801,0.000000,0.415551,0.011652,0.525319,1.000000
0.611156,0.004637,-0.682903,0.023208,-2.334172,0.002678,2.057676,-0.762621,0.058262,-0.300615,-0.066444,-0.655252,0.189020,1.208653,-0.303638,0.036096,-0.820657,-0.011880,-2.559023,0.093327,2.419676,-0.899147,-0.001504,0.999985,-0.002972,0.000000,0.918525,0.002556,0.395331,0.000000,0.395340,-0.002135,-0.918532,0.000000,0.417829,0.012634,0.523006,1.000000
0.652083,0.007004,-0.695540,0.020573,-2.361653,0.010039,2.105493,-0.774771,0.054007,-0.316793,-0.065739,-0.669563,0.178575,1.164148,-0.291070,0.036867,-0.820668,-0.012495,-2.559038,0.092466,2.419726,-0.898513,-0.012224,0.999915,0.001331,0.000000,0.904983,0.010497,0.425295,0.000000,0.425253,0.006403,-0.905052,0.000000,0.419916,0.013422,0.520988,1.000000
0.692090,0.009417,-0.708210,0.017907,-2.388127,0.017091,2.151310,-0.786224,0.063356,-0.321346,-0.071937,-0.639277,0.186780,1.128574,-0.282973,0.037743,-0.820681,-0.013195,-2.559055,0.091488,2.419783,-0.897793,-0.021889,0.999738,0.004967,0.000000,0.890795,0.017248,0.454056,0.000000,0.453860,0.014363,-0.890957,0.000000,0.421567,0.014059,0.519322,1.000000
0.733092,0.011919,-0.721726,0.015082,-2.414957,0.024146,2.196619,-0.797733,0.064486,-0.330064,-0.069382,-0.658876,0.162843,1.099754,-0.275664,0.038688,-0.820694,-0.013949,-2.559073,0.090432,2.419843,-0.897016,-0.031090,0.999475,0.008050,0.000000,0.875615,0.023352,0.482425,0.000000,0.481993,0.022048,-0.875898,0.000000,0.422727,0.014542,0.517825,1.000000
0.774043,0.014393,-0.735068,0.012332,-2.440814,0.030792,2.239618,-0.808558,0.063731,-0.319936,-0.063680,-0.611674,0.158116,1.017738,-0.244661,0.048865,-0.839118,0.006730,-2.666112,0.104219,2.673749,-0.893611,-0.039322,0.999162,0.010454,0.000000,0.860246,0.028529,0.509061,0.000000,0.508346,0.029011,-0.860664,0.000000,0.423485,0.014892,0.516479,1.000000
0.814106,0.016680,-0.747502,0.009850,-2.464731,0.036525,2.278740,-0.818159,0.054386,-0.301595,-0.054493,-0.576681,0.133263,0.953904,-0.220003,0.052607,-0.848359,0.013112,-2.702400,0.105111,2.756786,-0.888615,-0.046285,0.998847,0.011987,0.000000,0.845571,0.032789,0.532836,0.000000,0.531839,0.034799,-0.846130,0.000000,0.423906,0.015104,0.515215,1.000000
0.855100,0.018766,-0.758901,0.008019,-2.487292,0.041178,2.316881,-0.826227,0.046684,-0.266041,-0.031503,-0.515578,0.100064,0.907842,-0.182762,0.058235,-0.847453,0.011517,-2.712909,0.105620,2.787814,-0.895354,-0.052054,0.998557,0.012473,0.000000,0.830618,0.036359,0.555637,0.000000,0.554393,0.039284,-0.831328,0.000000,0.424361,0.015338,0.514160,1.000000
0.895115,0.020869,-0.768405,0.007283,-2.507043,0.045007,2.352882,-0.831994,0.059014,-0.216036,-0.006696,-0.480625,0.091059,0.877118,-0.128751,0.064470,-0.848614,0.008686,-2.720013,0.110845,2.805314,-0.901983,-0.056629,0.998308,0.012441,0.000000,0.815811,0.039087,0.576980,0.000000,0.575528,0.042824,-0.816660,0.000000,0.425011,0.015939,0.513575,1.000000
0.936056,0.023458,-0.776279,0.007229,-2.525278,0.048873,2.389552,-0.836630,0.067458,-0.173758,0.002122,-0.444654,0.099943,0.875708,-0.104723,0.075314,-0.849160,0.003774,-2.729328,0.118214,2.825870,-0.912841,-0.060982,0.998052,0.012394,0.000000,0.800144,0.041459,0.598357,0.000000,0.596689,0.046408,-0.801129,0.000000,0.426016,0.016992,0.513368,1.000000
0.976084,0.026436,-0.782402,0.007488,-2.541925,0.053138,2.425541,-0.840519,0.080311,-0.148924,0.007566,-0.398482,0.106805,0.897460,-0.098171,0.087882,-0.850811,-0.006808,-2.738931,0.128527,2.849340,-0.926958,-0.065062,0.997789,0.012834,0.000000,0.784469,0.043195,0.618647,0.000000,0.616736,0.050319,-0.785560,0.000000,0.427241,0.018332,0.513277,1.000000
1.017053,0.030147,-0.787726,0.007457,-2.558203,0.057964,2.463471,-0.844714,0.100480,-0.118634,-0.007536,-0.393989,0.125751,0.920104,-0.113186,0.104315,-0.855775,-0.018755,-2.749580,0.144358,2.869868,-0.941463,-0.069475,0.997481,0.013604,0.000000,0.767305,0.044718,0.639706,0.000000,0.637499,0.054883,-0.768494,0.000000,0.428675,0.019818,0.513515,1.000000
1.057099,0.034549,-0.792242,0.006631,-2.573728,0.063317,2.502384,-0.849671,0.123044,-0.113447,-0.028873,-0.399138,0.147734,0.963095,-0.137735,0.110489,-0.859149,-0.019231,-2.756812,0.148975,2.879226,-0.941361,-0.074161,0.997128,0.014737,0.000000,0.748952,0.045934,0.661016,0.000000,0.658453,0.060060,-0.750221,0.000000,0.430236,0.021208,0.514128,1.000000
1.097108,0.039834,-0.796844,0.005124,-2.589580,0.069431,2.542643,-0.855895,0.140218,-0.114802,-0.039620,-0.388812,0.154328,1.014496,-0.161035,0.110142,-0.859307,-0.018637,-2.757235,0.148217,2.879840,-0.938462,-0.079611,0.996688,0.015973,0.000000,0.729205,0.047306,0.682644,0.000000,0.679641,0.065995,-0.730571,0.000000,0.431665,0.022610,0.514933,1.000000
1.138076,0.045731,-0.802049,0.003292,-2.606300,0.075846,2.584632,-0.862858,0.141407,-0.128571,-0.046285,-0.423847,0.153022,0.987075,-0.178894,0.112018,-0.862181,-0.021188,-2.756878,0.149341,2.869097,-0.941176,-0.085387,0.996195,0.016874,0.000000,0.707780,0.048729,0.704737,0.000000,0.701247,0.072120,-0.709262,0.000000,0.432826,0.024004,0.515908,1.000000
1.178094,0.051491,-0.806907,0.001692,-2.623051,0.081344,2.625685,-0.869439,0.137228,-0.117296,-0.037696,-0.411046,0.129582,1.005590,-0.165094,0.110099,-0.859907,-0.022393,-2.741729,0.146754,2.831070,-0.940958,-0.090718,0.995725,0.016785,0.000000,0.686653,0.050334,0.725227,0.000000,0.721296,0.077318,-0.688297,0.000000,0.433727,0.025304,0.516577,1.000000
1.219091,0.056870,-0.811437,0.000410,-2.640199,0.085770,2.666700,-0.875166,0.122358,-0.095308,-0.029189,-0.391582,0.098134,0.988342,-0.127375,0.108444,-0.857433,-0.023169,-2.729506,0.141798,2.801656,-0.936687,-0.095142,0.995328,0.015851,0.000000,0.665555,0.051762,0.744538,0.000000,0.740254,0.081388,-0.667383,0.000000,0.434421,0.026449,0.516908,1.000000
1.260080,0.061168,-0.815001,-0.000808,-2.656473,0.089121,2.706304,-0.879391,0.093085,-0.076362,-0.032080,-0.404878,0.064740,0.949286,-0.084331,0.106393,-0.856652,-0.019253,-2.727582,0.135786,2.797599,-0.927265,-0.097566,0.995108,0.014875,0.000000,0.645217,0.051867,0.762224,0.000000,0.757739,0.083966,-0.647133,0.000000,0.435071,0.027091,0.517093,1.000000
1.301143,0.064316,-0.817489,-0.001945,-2.671699,0.091749,2.743268,-0.882420,0.071257,-0.054042,-0.024036,-0.347770,0.058028,0.862177,-0.067316,0.098458,-0.855342,-0.012094,-2.722454,0.124715,2.785540,-0.913279,-0.098264,0.995051,0.014112,0.000000,0.626620,0.050851,0.777652,0.000000,0.773100,0.085260,-0.628527,0.000000,0.435658,0.027261,0.516918,1.000000
1.342069,0.066576,-0.819686,-0.002701,-2.685195,0.093715,2.776895,-0.884485,0.043133,-0.047541,-0.019320,-0.308557,0.039979,0.759526,-0.040476,0.084995,-0.854302,-0.000626,-2.709885,0.109207,2.747836,-0.893117,-0.098016,0.995087,0.013280,0.000000,0.609223,0.049446,0.791444,0.000000,0.786913,0.085666,-0.611088,0.000000,0.436082,0.027232,0.516977,1.000000
1.382071,0.068044,-0.821522,-0.003019,-2.695821,0.094909,2.805995,-0.885473,0.029234,-0.047201,-0.003301,-0.234936,0.016791,0.682319,-0.016698,0.064028,-0.847013,0.018304,-2.685585,0.087433,2.693962,-0.864158,-0.097118,0.995186,0.012408,0.000000,0.593186,0.047868,0.803629,0.000000,0.799182,0.085409,-0.594990,0.000000,0.436434,0.027121,0.517670,1.000000
1.423099,0.068663,-0.823273,-0.002562,-2.704090,0.095166,2.830661,-0.885500,0.005644,-0.031800,0.019871,-0.168419,-0.001472,0.532350,0.003579,0.056528,-0.845478,0.024886,-2.672594,0.080291,2.660560,-0.849553,-0.095941,0.995316,0.011048,0.000000,0.578652,0.046739,0.814223,0.000000,0.809908,0.084512,-0.580437,0.000000,0.436665,0.027068,0.518817,1.000000
1.464085,0.068547,-0.824405,-0.001334,-2.709245,0.094817,2.849734,-0.884181,-0.014186,-0.021925,0.034024,-0.101191,-0.017134,0.396986,0.043181,0.052906,-0.842507,0.027905,-2.664171,0.078128,2.642735,-0.839531,-0.094431,0.995472,0.009922,0.000000,0.566502,0.045538,0.822789,0.000000,0.818628,0.083319,-0.568248,0.000000,0.436925,0.027163,0.520381,1.000000
1.505083,0.067918,-0.825352,0.000192,-2.711656,0.094021,2.862370,-0.881993,-0.022224,-0.021271,0.040126,-0.030819,-0.014054,0.238666,0.058516,0.058546,-0.839801,0.020974,-2.657601,0.086836,2.629096,-0.840241,-0.092827,0.995630,0.009195,0.000000,0.557443,0.044317,0.829020,0.000000,0.825005,0.082083,-0.559132,0.000000,0.437109,0.027314,0.522130,1.000000
1.546153,0.067214,-0.826270,0.001535,-2.711844,0.093503,2.867785,-0.879630,-0.010560,-0.019874,0.026510,0.007891,-0.007911,0.061985,0.049819,0.060815,-0.841214,0.017686,-2.654355,0.094921,2.616808,-0.833954,-0.091462,0.995755,0.009374,0.000000,0.552501,0.042912,0.832396,0.000000,0.828476,0.081313,-0.554091,0.000000,0.437146,0.027495,0.523626,1.000000
1.587074,0.066769,-0.827141,0.002537,-2.710593,0.093462,2.866965,-0.877057,-0.010982,-0.020906,0.021091,0.046025,-0.000488,-0.085266,0.067781,0.056388,-0.845310,0.024954,-2.657480,0.092281,2.617859,-0.822429,-0.090373,0.995840,0.010733,0.000000,0.551594,0.041078,0.833089,0.000000,0.829199,0.081211,-0.553023,0.000000,0.437032,0.027750,0.524595,1.000000
1.627094,0.066329,-0.828143,0.003544,-2.707955,0.093451,2.860557,-0.873868,-0.008961,-0.029234,0.025787,0.077371,-0.003799,-0.215396,0.091235,0.048161,-0.845867,0.034137,-2.657950,0.083707,2.618639,-0.810682,-0.089381,0.995905,0.012875,0.000000,0.554094,0.038979,0.831530,0.000000,0.827638,0.081458,-0.555319,0.000000,0.436755,0.028116,0.525228,1.000000
1.667120,0.065441,-0.829222,0.005077,-2.704443,0.092985,2.849230,-0.869998,-0.028591,-0.024709,0.053944,0.085862,-0.023830,-0.315812,0.109729,0.031208,-0.844275,0.052096,-2.650000,0.065997,2.605013,-0.785968,-0.088397,0.995963,0.014963,0.000000,0.559858,0.037255,0.827739,0.000000,0.823856,0.081549,-0.560902,0.000000,0.436299,0.028618,0.525336,1.000000
1.708082,0.063745,-0.830175,0.007587,-2.700544,0.091672,2.833371,-0.865031,-0.059064,-0.022766,0.072169,0.096630,-0.051272,-0.446007,0.131451,0.023391,-0.842970,0.060286,-2.639746,0.054561,2.579337,-0.774935,-0.087147,0.996048,0.016593,0.000000,0.569091,0.036107,0.821469,0.000000,0.817639,0.081034,-0.570000,0.000000,0.435655,0.029287,0.524622,1.000000
1.748178,0.061213,-0.831020,0.011033,-2.696176,0.089403,2.814315,-0.858800,-0.066659,-0.016603,0.092225,0.123462,-0.058375,-0.501025,0.168142,0.030135,-0.835577,0.049061,-2.621247,0.061902,2.544617,-0.782489,-0.085329,0.996186,0.017716,0.000000,0.580571,0.035264,0.813434,0.000000,0.809722,0.079697,-0.581377,0.000000,0.434869,0.030052,0.523441,1.000000
1.789074,0.058215,-0.831524,0.015128,-2.690750,0.086772,2.791393,-0.851783,-0.072370,-0.013099,0.100642,0.152520,-0.058816,-0.579422,0.167645,0.037766,-0.826951,0.038072,-2.598937,0.073470,2.496825,-0.786908,-0.083177,0.996350,0.018689,0.000000,0.594482,0.034559,0.803354,0.000000,0.799791,0.077932,-0.595198,0.000000,0.433967,0.030940,0.521908,1.000000
1.830053,0.055405,-0.831563,0.019119,-2.684056,0.084673,2.765479,-0.844985,-0.067246,0.003602,0.092174,0.174860,-0.037013,-0.651303,0.154277,0.035149,-0.809116,0.038087,-2.567087,0.073668,2.435653,-0.777401,-0.081066,0.996498,0.020039,0.000000,0.609964,0.033701,0.791700,0.000000,0.788267,0.076405,-0.610571,0.000000,0.433006,0.031880,0.520297,1.000000
1.870092,0.053148,-0.830827,0.022406,-2.676477,0.083574,2.737259,-0.839127,-0.044016,0.023743,0.066111,0.208164,-0.017108,-0.745247,0.127890,0.023399,-0.794700,0.050108,-2.540641,0.061361,2.388421,-0.754216,-0.079215,0.996603,0.022072,0.000000,0.626930,0.032593,0.778382,0.000000,0.775033,0.075499,-0.627394,0.000000,0.432025,0.032766,0.518407,1.000000
1.911069,0.051421,-0.828959,0.024854,-2.667299,0.082930,2.705466,-0.833792,-0.043608,0.056073,0.049377,0.253567,-0.015984,-0.786866,0.130374,0.014854,-0.776016,0.058897,-2.504923,0.049468,2.321893,-0.736286,-0.077496,0.996676,0.024746,0.000000,0.645981,0.031291,0.762699,0.000000,0.759404,0.075093,-0.646271,0.000000,0.431037,0.033572,0.516257,1.000000
1.951181,0.049722,-0.826159,0.026776,-2.656191,0.081988,2.671789,-0.828491,-0.044198,0.080043,0.049485,0.297965,-0.036936,-0.857125,0.138625,0.012500,-0.757359,0.056666,-2.466309,0.042112,2.249068,-0.736667,-0.075455,0.996763,0.027409,0.000000,0.665307,0.029851,0.745960,0.000000,0.742742,0.074523,-0.665418,0.000000,0.430121,0.034198,0.514516,1.000000
1.992081,0.047512,-0.822040,0.028598,-2.643179,0.079985,2.634393,-0.822430,-0.057662,0.110190,0.040561,0.335050,-0.064617,-0.954804,0.162950,0.008501,-0.738712,0.057752,-2.432343,0.030283,2.190226,-0.736399,-0.072512,0.996918,0.029628,0.000000,0.686492,0.028339,0.726572,0.000000,0.723507,0.073026,-0.686444,0.000000,0.429180,0.034587,0.512611,1.000000
2.032137,0.044984,-0.817023,0.030386,-2.628071,0.077066,2.595488,-0.816365,-0.063119,0.124640,0.045683,0.378971,-0.083721,-1.002441,0.152935,-0.001897,-0.722603,0.070626,-2.400597,0.009738,2.132621,-0.715004,-0.069268,0.997112,0.030814,0.000000,0.707299,0.027306,0.706373,0.000000,0.703505,0.070725,-0.707162,0.000000,0.428286,0.034804,0.511325,1.000000
2.073065,0.041989,-0.810789,0.032586,-2.611107,0.072929,2.552892,-0.809618,-0.077732,0.164422,0.065027,0.431015,-0.114523,-1.056530,0.172458,-0.014814,-0.705424,0.091784,-2.375209,-0.019934,2.092394,-0.687315,-0.065442,0.997370,0.030836,0.000000,0.729583,0.026744,0.683355,0.000000,0.680747,0.067219,-0.729428,0.000000,0.427246,0.034946,0.509918,1.000000
2.113122,0.038507,-0.803783,0.035559,-2.592573,0.067625,2.509347,-0.802018,-0.089155,0.182067,0.077335,0.474199,-0.148310,-1.116245,0.202744,-0.017048,-0.690129,0.094716,-2.351861,-0.029699,2.057604,-0.685459,-0.060976,0.997695,0.029453,0.000000,0.751209,0.026441,0.659520,0.000000,0.657233,0.062341,-0.751104,0.000000,0.426158,0.035093,0.508992,1.000000
2.154060,0.034669,-0.795502,0.039401,-2.571457,0.061087,2.463231,-0.793467,-0.094793,0.209173,0.100734,0.523776,-0.164738,-1.149451,0.206376,-0.016587,-0.682478,0.093613,-2.337131,-0.034158,2.032445,-0.690628,-0.055978,0.998069,0.026544,0.000000,0.772844,0.026484,0.634028,0.000000,0.632113,0.056007,-0.772849,0.000000,0.425031,0.035332,0.508608,1.000000
2.194092,0.031214,-0.786886,0.043440,-2.549575,0.054283,2.416716,-0.785222,-0.083583,0.220625,0.103100,0.569315,-0.175682,-1.143699,0.195291,-0.015424,-0.673935,0.087096,-2.323423,-0.037724,2.012360,-0.704222,-0.051343,0.998415,0.022631,0.000000,0.793555,0.027030,0.607882,0.000000,0.606318,0.049170,-0.793701,0.000000,0.423711,0.035675,0.508542,1.000000
2.235029,0.027886,-0.777396,0.047349,-2.525802,0.047273,2.368496,-0.777616,-0.083373,0.228356,0.085919,0.608989,-0.170851,-1.156880,0.163222,-0.017770,-0.668645,0.086203,-2.314128,-0.048364,1.999128,-0.709210,-0.046908,0.998730,0.017837,0.000000,0.813742,0.027851,0.580541,0.000000,0.579319,0.041748,-0.814031,0.000000,0.422274,0.035898,0.508987,1.000000
2.276058,0.024388,-0.767692,0.050545,-2.501028,0.039916,2.320082,-0.771468,-0.091639,0.241795,0.074906,0.622270,-0.190753,-1.189323,0.135333,-0.020321,-0.659832,0.090514,-2.300254,-0.060538,1.979431,-0.708148,-0.042667,0.999008,0.011997,0.000000,0.832614,0.028918,0.553081,0.000000,0.552196,0.033588,-0.833037,0.000000,0.420706,0.035589,0.510008,1.000000
2.317134,0.020672,-0.757595,0.053336,-2.475584,0.031683,2.272034,-0.766361,-0.084521,0.253624,0.061905,0.627135,-0.201390,-1.140641,0.121707,-0.019802,-0.652792,0.088037,-2.289013,-0.060150,1.958462,-0.710561,-0.038564,0.999235,0.004701,0.000000,0.850177,0.030338,0.525604,0.000000,0.525069,0.024267,-0.850713,0.000000,0.419077,0.034793,0.511440,1.000000
2.357210,0.017329,-0.747350,0.055962,-2.450485,0.023423,2.225945,-0.761907,-0.077655,0.266744,0.061613,0.648709,-0.191767,-1.151130,0.107430,-0.018499,-0.643814,0.085788,-2.277216,-0.057099,1.940750,-0.712319,-0.034919,0.999376,-0.003093,0.000000,0.866087,0.031805,0.498861,0.000000,0.498657,0.014741,-0.866674,0.000000,0.417435,0.033926,0.513085,1.000000
2.398052,0.014315,-0.736169,0.058396,-2.424803,0.015527,2.179963,-0.757863,-0.066593,0.269100,0.054556,0.642507,-0.177805,-1.092821,0.093428,-0.016012,-0.638321,0.080305,-2.267883,-0.048582,1.928922,-0.716192,-0.031476,0.999437,-0.010802,0.000000,0.881276,0.032850,0.471439,0.000000,0.471537,0.005320,-0.881830,0.000000,0.415794,0.033025,0.514802,1.000000
2.439112,0.011746,-0.724469,0.060381,-2.399462,0.008878,2.136220,-0.754245,-0.061570,0.296349,0.045665,0.626949,-0.149106,-1.024611,0.087448,-0.014717,-0.635229,0.077438,-2.263761,-0.044052,1.923027,-0.717456,-0.028133,0.999444,-0.017322,0.000000,0.895014,0.032903,0.444801,0.000000,0.445133,-0.002990,-0.895460,0.000000,0.414304,0.032157,0.516612,1.000000
2.480033,0.009306,-0.712456,0.061883,-2.374941,0.003526,2.095327,-0.750806,-0.054951,0.291135,0.025091,0.588933,-0.109505,-0.954548,0.076130,-0.012768,-0.635550,0.072063,-2.266296,-0.034409,1.925249,-0.718943,-0.024404,0.999441,-0.022428,0.000000,0.907270,0.031564,0.419340,0.000000,0.419822,-0.010115,-0.907550,0.000000,0.413018,0.031222,0.518412,1.000000
2.520086,0.007330,-0.700976,0.062638,-2.352271,-0.000257,2.059080,-0.748124,-0.046554,0.279093,0.012418,0.550428,-0.071758,-0.857531,0.058786,-0.011014,-0.638951,0.067993,-2.269011,-0.027544,1.925390,-0.720592,-0.020995,0.999435,-0.025867,0.000000,0.917507,0.029539,0.396598,0.000000,0.397145,-0.015407,-0.917626,0.000000,0.411990,0.030316,0.520256,1.000000
2.560095,0.005694,-0.690195,0.062979,-2.331455,-0.002757,2.027144,-0.745782,-0.037293,0.264014,0.004000,0.499593,-0.046890,-0.750976,0.067854,-0.009393,-0.637128,0.061041,-2.266542,-0.013134,1.921719,-0.717936,-0.017743,0.999443,-0.027929,0.000000,0.926005,0.026961,0.376522,0.000000,0.377073,-0.019182,-0.925985,0.000000,0.411187,0.029524,0.522118,1.000000
2.601052,0.004222,-0.680376,0.062905,-2.312336,-0.003958,1.999734,-0.742961,-0.035418,0.223824,-0.003881,0.425719,-0.013180,-0.597845,0.084516,-0.010033,-0.631595,0.051226,-2.257730,0.014152,1.904952,-0.697121,-0.013757,0.999496,-0.028254,0.000000,0.932733,0.023009,0.359806,0.000000,0.360282,-0.021404,-0.932598,0.000000,0.410661,0.028810,0.524198,1.000000
2.641071,0.002461,-0.671769,0.062310,-2.296722,-0.004021,1.977958,-0.739027,-0.043763,0.206978,-0.023666,0.360822,0.008309,-0.489791,0.124626,-0.013770,-0.635037,0.053902,-2.260176,0.021799,1.904575,-0.668921,-0.007934,0.999601,-0.026751,0.000000,0.938033,0.016708,0.346115,0.000000,0.346431,-0.022347,-0.937809,0.000000,0.410413,0.027903,0.525768,1.000000
2.682054,0.000698,-0.664257,0.061044,-2.283986,-0.002482,1.960347,-0.733447,-0.043139,0.166227,-0.030008,0.261158,0.060057,-0.387560,0.149341,-0.018692,-0.640551,0.061919,-2.268941,0.025240,1.915746,-0.632756,0.000083,0.999732,-0.022742,0.000000,0.942329,0.007533,0.334573,0.000000,0.334661,-0.021459,-0.942094,0.000000,0.410311,0.026938,0.526880,1.000000
2.724022,-0.001030,-0.658704,0.059817,-2.275325,-0.000046,1.947478,-0.726180,-0.049178,0.124089,-0.025228,0.196524,0.071656,-0.282088,0.203883,-0.023032,-0.643623,0.067596,-2.272717,0.027172,1.921450,-0.604835,0.009730,0.999791,-0.017409,0.000000,0.945555,-0.003536,0.325414,0.000000,0.325291,-0.019627,-0.945410,0.000000,0.410171,0.026117,0.527321,1.000000
2.764110,-0.003094,-0.654522,0.059060,-2.268746,0.002933,1.937714,-0.715328,-0.050369,0.079475,-0.010522,0.119495,0.070638,-0.187242,0.279886,-0.028198,-0.646799,0.075537,-2.274647,0.031226,1.920824,-0.568259,0.022797,0.999673,-0.010736,0.000000,0.947758,-0.018194,0.318440,0.000000,0.318147,-0.017435,-0.947881,0.000000,0.410056,0.025455,0.527669,1.000000
2.805082,-0.005201,-0.652325,0.059347,-2.265284,0.005425,1.931544,-0.702186,-0.048284,0.038375,0.017769,0.057775,0.056827,-0.115914,0.346181,-0.029335,-0.647071,0.076752,-2.274854,0.037100,1.921098,-0.554742,0.037281,0.999285,-0.004527,0.000000,0.948892,-0.033980,0.313735,0.000000,0.313363,-0.015992,-0.949499,0.000000,0.409819,0.025136,0.527684,1.000000
2.846009,-0.007391,-0.651250,0.060511,-2.263716,0.007961,1.928152,-0.686523,-0.055510,0.020428,0.034765,0.020911,0.070475,-0.062854,0.404135,-0.029876,-0.646069,0.076669,-2.273593,0.044502,1.919311,-0.543361,0.053557,0.998553,0.001985,0.000000,0.949057,-0.051520,0.310832,0.000000,0.310490,-0.014764,-0.950462,0.000000,0.409625,0.025173,0.527547,1.000000
2.886044,-0.009512,-0.650747,0.061944,-2.263466,0.011024,1.926512,-0.669230,-0.053422,0.014321,0.034506,-0.004815,0.087817,-0.033307,0.443469,-0.031463,-0.646938,0.075497,-2.274776,0.057523,1.920938,-0.523988,0.071122,0.997414,0.009351,0.000000,0.948534,-0.070531,0.308689,0.000000,0.308557,-0.013086,-0.951116,0.000000,0.409473,0.025436,0.527193,1.000000
2.926271,-0.011597,-0.650284,0.063294,-2.263919,0.014780,1.925829,-0.650459,-0.048933,0.010907,0.030163,-0.013660,0.106425,-0.011946,0.479381,-0.041534,-0.649850,0.085308,-2.278100,0.085637,1.926162,-0.447160,0.090145,0.995759,0.017867,0.000000,0.947461,-0.091273,0.306543,0.000000,0.306879,-0.010705,-0.951688,0.000000,0.409399,0.025787,0.526619,1.000000
2.967070,-0.013668,-0.650025,0.064475,-2.264989,0.019771,1.925514,-0.629896,-0.050500,0.001060,0.034125,-0.032257,0.131608,-0.001635,0.516058,-0.061319,-0.664126,0.114319,-2.294441,0.096722,1.946448,-0.329131,0.111047,0.993407,0.028156,0.000000,0.945808,-0.114340,0.303899,0.000000,0.305121,-0.007118,-0.952287,0.000000,0.409280,0.026263,0.525854,1.000000
3.008007,-0.016146,-0.650161,0.066043,-2.266290,0.025807,1.925659,-0.607402,-0.065760,-0.009191,0.048058,-0.031695,0.151234,0.015311,0.578502,-0.069108,-0.668876,0.130125,-2.303396,0.107200,1.963339,-0.273325,0.133879,0.990188,0.039802,0.000000,0.943232,-0.139642,0.301321,0.000000,0.303928,-0.002798,-0.952691,0.000000,0.409138,0.026917,0.525188,1.000000
3.048041,-0.019303,-0.650861,0.068386,-2.268006,0.032010,1.927004,-0.582748,-0.083592,-0.022568,0.069581,-0.052144,0.149180,0.047628,0.655229,-0.084326,-0.683575,0.153014,-2.321903,0.107854,1.996857,-0.197558,0.158699,0.985951,0.051913,0.000000,0.939346,-0.166970,0.299552,0.000000,0.304018,0.001226,-0.952666,0.000000,0.409055,0.027662,0.524694,1.000000
3.089004,-0.023193,-0.652197,0.072178,-2.270542,0.037830,1.929616,-0.554329,-0.102327,-0.038566,0.111255,-0.071526,0.137107,0.079190,0.715132,-0.091107,-0.695110,0.164846,-2.342023,0.105456,2.034755,-0.170006,0.186472,0.980361,0.064036,0.000000,0.933863,-0.197117,0.298372,0.000000,0.305141,0.004163,-0.952298,0.000000,0.408979,0.028668,0.524176,1.000000
